ref_start,ref_end,query_start,query_end,ref_length,query_length,ref_chrom,query_chrom
38868344,38928986,16168566,16229174,78077248,21598258,18,JSAF02036036.1
38929117,39411471,16229176,16711442,78077248,21598258,18,JSAF02036036.1
39411501,39531981,16711428,16831871,78077248,21598258,18,JSAF02036036.1
39531981,39634120,16831969,16934111,78077248,21598258,18,JSAF02036036.1
39634127,39853996,16934082,17153967,78077248,21598258,18,JSAF02036036.1
39853974,40054079,17153999,17354130,78077248,21598258,18,JSAF02036036.1
40057653,40377303,17354129,17673715,78077248,21598258,18,JSAF02036036.1
40377290,41031552,17674067,18328168,78077248,21598258,18,JSAF02036036.1
41032529,41314182,18328161,18609832,78077248,21598258,18,JSAF02036036.1
41314950,41453694,18615759,18754463,78077248,21598258,18,JSAF02036036.1
41453756,41886805,18754197,19187195,78077248,21598258,18,JSAF02036036.1
41886781,41942153,19187036,19242408,78077248,21598258,18,JSAF02036036.1
41940293,41976707,19240929,19277446,78077248,21598258,18,JSAF02036036.1
41982075,42001385,19277448,19296747,78077248,21598258,18,JSAF02036036.1
42001365,42125023,19296764,19420419,78077248,21598258,18,JSAF02036036.1
42114965,42448694,19410380,19744150,78077248,21598258,18,JSAF02036036.1
42448706,42816459,19744118,20111838,78077248,21598258,18,JSAF02036036.1
42815883,42838109,20111141,20133366,78077248,21598258,18,JSAF02036036.1
42838810,43261014,20133365,20555576,78077248,21598258,18,JSAF02036036.1
43261329,43693002,20555566,20987127,78077248,21598258,18,JSAF02036036.1
43692190,44303958,20986513,21598258,78077248,21598258,18,JSAF02036036.1
44304905,44555015,1,250158,78077248,252323,18,JSAF02039484.1
44547507,44715171,0,167648,78077248,1007065,18,JSAF02035851.1
44715244,45127036,167644,579136,78077248,1007065,18,JSAF02035851.1
45126914,45547253,579822,1000168,78077248,1007065,18,JSAF02035851.1
45554262,45748507,1,194225,78077248,329518,18,JSAF02016079.1
45747269,45883537,193253,329516,78077248,329518,18,JSAF02016079.1
45883560,45996162,0,112584,78077248,258348,18,JSAF02031713.1
45996461,46038347,112566,154451,78077248,258348,18,JSAF02031713.1
46036629,46141845,153120,258345,78077248,258348,18,JSAF02031713.1
46142403,46171942,5,29453,78077248,29468,18,JSAF02040459.1
46171989,46198355,1,26363,78077248,938837,18,JSAF02003183.1
46198355,46256864,30587,89091,78077248,938837,18,JSAF02003183.1
46256974,46494912,89093,326943,78077248,938837,18,JSAF02003183.1
46484941,46523834,316969,355907,78077248,938837,18,JSAF02003183.1
46523834,46593900,356023,426050,78077248,938837,18,JSAF02003183.1
46593458,46729702,426589,562810,78077248,938837,18,JSAF02003183.1
46729331,46967579,563459,801675,78077248,938837,18,JSAF02003183.1
46967579,47104201,801846,938389,78077248,938837,18,JSAF02003183.1
47106111,47147403,7947,49234,78077248,808818,18,JSAF02028166.1
47147441,47287763,49517,189790,78077248,808818,18,JSAF02028166.1
47287646,47322510,190694,225535,78077248,808818,18,JSAF02028166.1
47302519,47905984,205552,808817,78077248,808818,18,JSAF02028166.1
47892989,48949793,20,1056604,78077248,4028838,18,JSAF02007693.1
48949793,49102024,1057743,1209972,78077248,4028838,18,JSAF02007693.1
49101974,50453539,1209971,2561310,78077248,4028838,18,JSAF02007693.1
50463031,50612570,2570414,2719814,78077248,4028838,18,JSAF02007693.1
50612919,50925992,2719754,3032836,78077248,4028838,18,JSAF02007693.1
50926301,50955512,3032822,3062122,78077248,4028838,18,JSAF02007693.1
50955636,50986552,3062475,3093389,78077248,4028838,18,JSAF02007693.1
50986540,51267791,3093698,3374932,78077248,4028838,18,JSAF02007693.1
51267599,51831868,3375240,3939523,78077248,4028838,18,JSAF02007693.1
51832053,51920890,3939524,4028339,78077248,4028838,18,JSAF02007693.1
51920769,51952968,399,32585,78077248,1417660,18,JSAF02035034.1
51956960,52059136,32581,134770,78077248,1417660,18,JSAF02035034.1
52209137,53479485,143872,1414076,78077248,1417660,18,JSAF02035034.1
53467614,54267906,1046,801064,78077248,1230673,18,JSAF02003764.1
54267566,54692186,800656,1225175,78077248,1230673,18,JSAF02003764.1
54691726,54729434,4357,42036,78077248,1187038,18,JSAF02034790.1
54729432,54946737,42991,260239,78077248,1187038,18,JSAF02034790.1
54948718,55177779,260240,489293,78077248,1187038,18,JSAF02034790.1
55177478,55300285,488674,611469,78077248,1187038,18,JSAF02034790.1
55299901,55310088,611486,621699,78077248,1187038,18,JSAF02034790.1
55310090,55346169,621803,657949,78077248,1187038,18,JSAF02034790.1
55345943,55381012,657404,692462,78077248,1187038,18,JSAF02034790.1
55381015,55454748,692608,766150,78077248,1187038,18,JSAF02034790.1
55454645,55671136,765995,982438,78077248,1187038,18,JSAF02034790.1
55671429,55797517,982425,1108463,78077248,1187038,18,JSAF02034790.1
55801904,55838498,1112618,1149255,78077248,1187038,18,JSAF02034790.1
55838621,55876400,1149255,1187036,78077248,1187038,18,JSAF02034790.1
55876392,56127453,447,251382,78077248,1833521,18,JSAF02009311.1
56127410,56218240,251269,342017,78077248,1833521,18,JSAF02009311.1
56217577,56530764,341758,654914,78077248,1833521,18,JSAF02009311.1
56530763,57141112,655069,1265065,78077248,1833521,18,JSAF02009311.1
57140872,57372771,1265632,1497569,78077248,1833521,18,JSAF02009311.1
57372759,57708604,1497874,1833520,78077248,1833521,18,JSAF02009311.1
57697750,58533260,8062,843539,78077248,18539831,18,JSAF02022469.1
58513253,58691023,823541,1001278,78077248,18539831,18,JSAF02022469.1
58690552,59168543,1001080,1479049,78077248,18539831,18,JSAF02022469.1
59168529,59648916,1479360,1959656,78077248,18539831,18,JSAF02022469.1
59628762,60235192,1939548,2545933,78077248,18539831,18,JSAF02022469.1
60235178,60248429,2545954,2559209,78077248,18539831,18,JSAF02022469.1
60248431,60565268,2558507,2875263,78077248,18539831,18,JSAF02022469.1
60565241,60759619,2875309,3069620,78077248,18539831,18,JSAF02022469.1
60758861,60770703,3069210,3081032,78077248,18539831,18,JSAF02022469.1
60770472,60866323,3081117,3176973,78077248,18539831,18,JSAF02022469.1
60865397,60886061,3176308,3197011,78077248,18539831,18,JSAF02022469.1
60885838,60932141,3198231,3244537,78077248,18539831,18,JSAF02022469.1
60932139,62056887,3244639,4369120,78077248,18539831,18,JSAF02022469.1
62056712,62158994,4369095,4471369,78077248,18539831,18,JSAF02022469.1
62158994,62173798,4471483,4486290,78077248,18539831,18,JSAF02022469.1
62173782,62276165,4486594,4589090,78077248,18539831,18,JSAF02022469.1
62276470,62629541,4589660,4942771,78077248,18539831,18,JSAF02022469.1
62629441,62884137,4942720,5197417,78077248,18539831,18,JSAF02022469.1
62883929,63533254,5197376,5846472,78077248,18539831,18,JSAF02022469.1
63533583,64538805,5846457,6851600,78077248,18539831,18,JSAF02022469.1
64543714,64930806,6856116,7243102,78077248,18539831,18,JSAF02022469.1
64930808,65121222,7243212,7433530,78077248,18539831,18,JSAF02022469.1
65121218,65440992,7453994,7773768,78077248,18539831,18,JSAF02022469.1
65440729,65763694,7773284,8096140,78077248,18539831,18,JSAF02022469.1
65763592,65877623,8095956,8209944,78077248,18539831,18,JSAF02022469.1
65877220,65947344,8210660,8280814,78077248,18539831,18,JSAF02022469.1
65947484,66207064,8280814,8540209,78077248,18539831,18,JSAF02022469.1
66205968,66228957,8536935,8559923,78077248,18539831,18,JSAF02022469.1
66229336,66399175,8559924,8729701,78077248,18539831,18,JSAF02022469.1
66399162,66524431,8730005,8855216,78077248,18539831,18,JSAF02022469.1
66524501,66572511,8855052,8903048,78077248,18539831,18,JSAF02022469.1
66572494,66623755,8903365,8954662,78077248,18539831,18,JSAF02022469.1
66623870,67101916,8954662,9432487,78077248,18539831,18,JSAF02022469.1
67101877,67160066,9432314,9490474,78077248,18539831,18,JSAF02022469.1
67160053,67283724,9490777,9614363,78077248,18539831,18,JSAF02022469.1
67283724,67428583,9614282,9759105,78077248,18539831,18,JSAF02022469.1
67427882,67561886,9758505,9892531,78077248,18539831,18,JSAF02022469.1
67561658,68123668,9892525,10454585,78077248,18539831,18,JSAF02022469.1
68132343,68846741,10469452,11183623,78077248,18539831,18,JSAF02022469.1
68847059,68934953,11183607,11271567,78077248,18539831,18,JSAF02022469.1
68914977,69078394,11251615,11414993,78077248,18539831,18,JSAF02022469.1
69079063,69235838,11415004,11571768,78077248,18539831,18,JSAF02022469.1
69235489,69332984,11571525,11669007,78077248,18539831,18,JSAF02022469.1
69332934,69600987,11668916,11936930,78077248,18539831,18,JSAF02022469.1
69600973,69712885,11937177,12049116,78077248,18539831,18,JSAF02022469.1
69712889,69829924,12049354,12166366,78077248,18539831,18,JSAF02022469.1
69839278,70839335,12175651,13175590,78077248,18539831,18,JSAF02022469.1
70839338,70874523,13175752,13210958,78077248,18539831,18,JSAF02022469.1
70874600,71481589,13210653,13817459,78077248,18539831,18,JSAF02022469.1
71481546,71872134,13817460,14208016,78077248,18539831,18,JSAF02022469.1
71873641,71886020,14211155,14223535,78077248,18539831,18,JSAF02022469.1
71885542,72029413,14223436,14367292,78077248,18539831,18,JSAF02022469.1
72028858,72283353,14366933,14621419,78077248,18539831,18,JSAF02022469.1
72333354,72485342,14628621,14780534,78077248,18539831,18,JSAF02022469.1
72485344,73011944,14780364,15306662,78077248,18539831,18,JSAF02022469.1
73011481,73161607,15306332,15456423,78077248,18539831,18,JSAF02022469.1
73161620,73238667,15456585,15533660,78077248,18539831,18,JSAF02022469.1
73238445,73290642,15533550,15585697,78077248,18539831,18,JSAF02022469.1
73290637,73570021,15591754,15871155,78077248,18539831,18,JSAF02022469.1
73570332,73952295,15871141,16253055,78077248,18539831,18,JSAF02022469.1
73953925,74105059,16255170,16406344,78077248,18539831,18,JSAF02022469.1
74113672,74179200,16413830,16479241,78077248,18539831,18,JSAF02022469.1
74179203,74221001,16479082,16520897,78077248,18539831,18,JSAF02022469.1
74220307,74297966,16520311,16597988,78077248,18539831,18,JSAF02022469.1
74297272,74324038,16597804,16624527,78077248,18539831,18,JSAF02022469.1
74323489,74488662,16624402,16789597,78077248,18539831,18,JSAF02022469.1
74488662,74504814,16789730,16805890,78077248,18539831,18,JSAF02022469.1
74504728,74515287,16805565,16816105,78077248,18539831,18,JSAF02022469.1
74515275,74552444,16819413,16856599,78077248,18539831,18,JSAF02022469.1
74552447,74563049,16856793,16867433,78077248,18539831,18,JSAF02022469.1
74570563,74638834,16875351,16943590,78077248,18539831,18,JSAF02022469.1
74638702,74679188,16944037,16984455,78077248,18539831,18,JSAF02022469.1
74678921,74740676,16985538,17047191,78077248,18539831,18,JSAF02022469.1
74740723,74757360,17047070,17063684,78077248,18539831,18,JSAF02022469.1
74757362,74828129,17063773,17134565,78077248,18539831,18,JSAF02022469.1
74829690,74971684,17136288,17278392,78077248,18539831,18,JSAF02022469.1
74970394,75055358,17277611,17362626,78077248,18539831,18,JSAF02022469.1
75055450,75085297,17362628,17392507,78077248,18539831,18,JSAF02022469.1
75085060,75266998,17392020,17573962,78077248,18539831,18,JSAF02022469.1
75268160,75670308,17573962,17976102,78077248,18539831,18,JSAF02022469.1
75670245,75721820,17976785,18028431,78077248,18539831,18,JSAF02022469.1
75771828,75847659,18031292,18107117,78077248,18539831,18,JSAF02022469.1
75847412,75989764,18107122,18249490,78077248,18539831,18,JSAF02022469.1
75998329,76036377,18261785,18299832,78077248,18539831,18,JSAF02022469.1
76040931,76130817,18304271,18394221,78077248,18539831,18,JSAF02022469.1
76132426,76150364,18393371,18411314,78077248,18539831,18,JSAF02022469.1
76150332,76160767,18411891,18422345,78077248,18539831,18,JSAF02022469.1
76169705,76182039,18431043,18443383,78077248,18539831,18,JSAF02022469.1
76197114,76263065,18459131,18525050,78077248,18539831,18,JSAF02022469.1
76262357,76273125,18525000,18535744,78077248,18539831,18,JSAF02022469.1
76277832,76306996,9733,38860,78077248,501628,18,JSAF02034836.1
76306893,76324102,39161,56431,78077248,501628,18,JSAF02034836.1
76323753,76338721,56667,71636,78077248,501628,18,JSAF02034836.1
76343336,76373797,76485,106840,78077248,501628,18,JSAF02034836.1
76374429,76430851,106604,162780,78077248,501628,18,JSAF02034836.1
76430854,76499356,162704,231072,78077248,501628,18,JSAF02034836.1
76498309,76578358,230319,310129,78077248,501628,18,JSAF02034836.1
76600610,76611724,330586,341660,78077248,501628,18,JSAF02034836.1
76611149,76626131,340903,355885,78077248,501628,18,JSAF02034836.1
76626379,76677472,356137,407129,78077248,501628,18,JSAF02034836.1
76676351,76701281,406464,431368,78077248,501628,18,JSAF02034836.1
76701214,76771656,431248,501628,78077248,501628,18,JSAF02034836.1
76759458,76777273,1859,19594,78077248,22832,18,JSAF02005812.1
76774310,76800049,10645,36514,78077248,630508,18,JSAF02014327.1
76803396,76960790,41744,199135,78077248,630508,18,JSAF02014327.1
76960704,77069573,201859,310551,78077248,630508,18,JSAF02014327.1
77069578,77086372,310732,327509,78077248,630508,18,JSAF02014327.1
77085834,77096231,327176,337570,78077248,630508,18,JSAF02014327.1
77097086,77118187,338653,359769,78077248,630508,18,JSAF02014327.1
77118535,77134581,359370,375432,78077248,630508,18,JSAF02014327.1
77134258,77160829,375247,401891,78077248,630508,18,JSAF02014327.1
77168882,77192453,409943,433502,78077248,630508,18,JSAF02014327.1
77192330,77265952,433466,507001,78077248,630508,18,JSAF02014327.1
77255852,77285490,496906,526659,78077248,630508,18,JSAF02014327.1
77310134,77344159,552883,587012,78077248,630508,18,JSAF02014327.1
77344159,77380756,587167,623713,78077248,630508,18,JSAF02014327.1
77383225,77394141,13978,24884,78077248,85312,18,JSAF02010096.1
77393486,77407354,25437,39283,78077248,85312,18,JSAF02010096.1
77408901,77445062,42315,78458,78077248,85312,18,JSAF02010096.1
77448653,77500104,76,51403,78077248,546817,18,JSAF02025311.1
77505991,77525178,56407,75576,78077248,546817,18,JSAF02025311.1
77530993,77591513,81300,141901,78077248,546817,18,JSAF02025311.1
77590871,77617081,141042,167249,78077248,546817,18,JSAF02025311.1
77625010,77646312,175350,196662,78077248,546817,18,JSAF02025311.1
77654244,77681610,203980,231359,78077248,546817,18,JSAF02025311.1
77679757,77707607,229206,257117,78077248,546817,18,JSAF02025311.1
77712452,77831862,262360,381653,78077248,546817,18,JSAF02025311.1
77831150,77994178,383820,546817,78077248,546817,18,JSAF02025311.1
77992703,78008866,0,16141,78077248,29544,18,JSAF02022507.1
62472,73311,11439,22186,59128983,22187,19,JSAF02024050.1
115012,127042,0,11920,59128983,11921,19,JSAF02018244.1
187437,198145,1820,12439,59128983,29480,19,JSAF02028224.1
236206,250620,50,14393,59128983,14778,19,JSAF02005946.1
240314,270655,0,30271,59128983,50958,19,JSAF02012424.1
270949,282563,30299,41908,59128983,50958,19,JSAF02012424.1
299914,310638,6509,17303,59128983,88200,19,JSAF02035020.1
310474,333429,17367,40229,59128983,88200,19,JSAF02035020.1
332995,351358,39106,57393,59128983,88200,19,JSAF02035020.1
350652,377529,56189,83046,59128983,88200,19,JSAF02035020.1
400016,431933,4736,36375,59128983,36694,19,JSAF02017723.1
434207,466309,7986,40073,59128983,71126,19,JSAF02003328.1
479506,492885,53594,67032,59128983,71126,19,JSAF02003328.1
497282,523198,1,25895,59128983,25900,19,JSAF02025132.1
524944,540802,1,15800,59128983,127933,19,JSAF02011236.1
544922,564988,20196,40255,59128983,127933,19,JSAF02011236.1
570589,602452,45504,77318,59128983,127933,19,JSAF02011236.1
613724,652469,89243,127932,59128983,127933,19,JSAF02011236.1
652504,675667,0,23153,59128983,23154,19,JSAF02032978.1
677233,721444,5,44171,59128983,44171,19,JSAF02010042.1
721528,744678,0,23109,59128983,23141,19,JSAF02020983.1
744815,764467,2,19599,59128983,19600,19,JSAF02006805.1
768407,785456,2,17033,59128983,103605,19,JSAF02030251.1
785368,835531,17367,67518,59128983,103605,19,JSAF02030251.1
835412,848211,67758,80526,59128983,103605,19,JSAF02030251.1
848224,866984,80459,99115,59128983,103605,19,JSAF02030251.1
879276,916249,10982,47901,59128983,47947,19,JSAF02038221.1
918115,1006269,1,87980,59128983,87980,19,JSAF02024255.1
1006934,1034106,22,27120,59128983,27125,19,JSAF02039900.1
1034639,1048011,3,13365,59128983,13366,19,JSAF02024476.1
1052349,1088593,5183,41398,59128983,41402,19,JSAF02020048.1
1089671,1127997,13,38299,59128983,38302,19,JSAF02005878.1
1131285,1142281,1,10900,59128983,101796,19,JSAF02025640.1
1165573,1197001,42442,73876,59128983,101796,19,JSAF02025640.1
1196698,1209180,71746,84245,59128983,101796,19,JSAF02025640.1
1209173,1226767,84191,101796,59128983,101796,19,JSAF02025640.1
1235461,1282724,2,47279,59128983,47338,19,JSAF02036644.1
1294593,1328113,0,33553,59128983,327613,19,JSAF02006242.1
1327807,1380966,33901,87037,59128983,327613,19,JSAF02006242.1
1380965,1500876,87126,206995,59128983,327613,19,JSAF02006242.1
1500814,1528605,207305,235066,59128983,327613,19,JSAF02006242.1
1528629,1550491,234920,256771,59128983,327613,19,JSAF02006242.1
1549404,1620805,256270,327612,59128983,327613,19,JSAF02006242.1
1627737,1673274,6611,52100,59128983,52136,19,JSAF02039624.1
1673411,1923923,2,250462,59128983,311034,19,JSAF02024683.1
1924058,1950439,250462,276882,59128983,311034,19,JSAF02024683.1
1967944,1986395,292554,311034,59128983,311034,19,JSAF02024683.1
1990277,2025125,3,34824,59128983,254509,19,JSAF02000480.1
2025125,2037277,35137,47292,59128983,254509,19,JSAF02000480.1
2037009,2128908,47713,139537,59128983,254509,19,JSAF02000480.1
2129068,2244081,139537,254500,59128983,254509,19,JSAF02000480.1
2244825,2287981,2,43231,59128983,43233,19,JSAF02006949.1
2291611,2374968,2,83216,59128983,83325,19,JSAF02040871.1
2383542,2418635,9459,44520,59128983,44520,19,JSAF02030515.1
2418515,2480979,0,62374,59128983,296264,19,JSAF02009896.1
2480773,2548806,62635,130636,59128983,296264,19,JSAF02009896.1
2548516,2674195,130884,256567,59128983,296264,19,JSAF02009896.1
2674283,2713174,256567,295441,59128983,296264,19,JSAF02009896.1
2713809,2939289,0,225395,59128983,545265,19,JSAF02010618.1
2939002,3081482,225215,367618,59128983,545265,19,JSAF02010618.1
3081483,3128266,367914,414692,59128983,545265,19,JSAF02010618.1
3127977,3145840,416476,434331,59128983,545265,19,JSAF02010618.1
3145545,3174302,434538,463290,59128983,545265,19,JSAF02010618.1
3177631,3235930,465355,523645,59128983,545265,19,JSAF02010618.1
3235493,3257197,523591,545263,59128983,545265,19,JSAF02010618.1
3257378,3287589,1,30196,59128983,62905,19,JSAF02020584.1
3287589,3311160,30511,53970,59128983,62905,19,JSAF02020584.1
3320842,3332989,3,12186,59128983,13061,19,JSAF02017261.1
3332757,3640639,307726,0,59128983,4839157,19,JSAF02013843.1
3649477,3742710,6,93137,59128983,955246,19,JSAF02026184.1
3742659,3866448,93934,217663,59128983,955246,19,JSAF02026184.1
3866448,3974206,217602,325281,59128983,955246,19,JSAF02026184.1
3974023,3990141,324032,340130,59128983,955246,19,JSAF02026184.1
3989850,4035959,343918,389944,59128983,955246,19,JSAF02026184.1
4035753,4122276,390797,477304,59128983,955246,19,JSAF02026184.1
4122276,4227321,477483,582492,59128983,955246,19,JSAF02026184.1
4227548,4321221,582275,675867,59128983,955246,19,JSAF02026184.1
4321223,4427450,675959,782278,59128983,955246,19,JSAF02026184.1
4427449,4493321,782022,847938,59128983,955246,19,JSAF02026184.1
4492506,4511398,848730,867616,59128983,955246,19,JSAF02026184.1
4510902,4572253,867318,928663,59128983,955246,19,JSAF02026184.1
4572269,4599184,928346,955244,59128983,955246,19,JSAF02026184.1
4599197,4618907,1,19681,59128983,987494,19,JSAF02012546.1
4618908,4702884,19832,103847,59128983,987494,19,JSAF02012546.1
4702810,4739437,103929,140547,59128983,987494,19,JSAF02012546.1
4739148,4786688,141488,189079,59128983,987494,19,JSAF02012546.1
4786577,4885719,188856,287986,59128983,987494,19,JSAF02012546.1
4885439,4965591,287138,367295,59128983,987494,19,JSAF02012546.1
4965591,5131680,367461,533411,59128983,987494,19,JSAF02012546.1
5131680,5488491,533574,890265,59128983,987494,19,JSAF02012546.1
5487023,5510054,889973,913063,59128983,987494,19,JSAF02012546.1
5510757,5585567,912798,987485,59128983,987494,19,JSAF02012546.1
5585619,5708517,1,122902,59128983,784964,19,JSAF02011208.1
5708517,5761630,122999,176047,59128983,784964,19,JSAF02011208.1
5761475,5787253,176047,201882,59128983,784964,19,JSAF02011208.1
5787195,5861237,202455,276399,59128983,784964,19,JSAF02011208.1
5861137,6070277,276249,485414,59128983,784964,19,JSAF02011208.1
6069997,6152312,486261,568529,59128983,784964,19,JSAF02011208.1
6152563,6163413,568514,579375,59128983,784964,19,JSAF02011208.1
6163481,6318821,579153,734418,59128983,784964,19,JSAF02011208.1
6318518,6368731,734799,784962,59128983,784964,19,JSAF02011208.1
6370254,6429658,19,59403,59128983,696401,19,JSAF02010170.1
6429352,6626436,59690,256738,59128983,696401,19,JSAF02010170.1
6626155,6694010,258142,325985,59128983,696401,19,JSAF02010170.1
6700432,6987478,332267,619189,59128983,696401,19,JSAF02010170.1
6995259,7036094,628732,669554,59128983,696401,19,JSAF02010170.1
7036297,7061694,669554,694909,59128983,696401,19,JSAF02010170.1
7048571,7063193,0,14519,59128983,569172,19,JSAF02029833.1
7061707,7153510,13721,105437,59128983,569172,19,JSAF02029833.1
7152993,7304089,106003,257151,59128983,569172,19,JSAF02029833.1
7396005,7516035,284418,404427,59128983,569172,19,JSAF02029833.1
7515015,7664118,420116,569156,59128983,569172,19,JSAF02029833.1
7665850,8011935,19,345939,59128983,345940,19,JSAF02015693.1
8011709,8237006,14,225326,59128983,736641,19,JSAF02020537.1
8244725,8351713,231375,338290,59128983,736641,19,JSAF02020537.1
8351714,8487886,323491,459460,59128983,736641,19,JSAF02020537.1
8487587,8514425,460651,487462,59128983,736641,19,JSAF02020537.1
8514718,8564485,487448,537164,59128983,736641,19,JSAF02020537.1
8564336,8608780,537087,581499,59128983,736641,19,JSAF02020537.1
8608687,8687198,581235,659693,59128983,736641,19,JSAF02020537.1
8737199,8766082,672503,701402,59128983,736641,19,JSAF02020537.1
8773136,8801420,708391,736640,59128983,736641,19,JSAF02020537.1
8802883,8817726,9,14829,59128983,63903,19,JSAF02000854.1
8817384,8866616,14795,63899,59128983,63903,19,JSAF02000854.1
8851869,8862316,699,10919,59128983,18444,19,JSAF02006107.1
8859329,8869794,699,10919,59128983,18444,19,JSAF02006107.1
8866807,8877267,699,10919,59128983,18444,19,JSAF02006107.1
8889616,9007269,7595,125208,59128983,730626,19,JSAF02014352.1
9007241,9132022,140032,264674,59128983,730626,19,JSAF02014352.1
9128742,9177819,264552,313666,59128983,730626,19,JSAF02014352.1
9177541,9188275,313688,324403,59128983,730626,19,JSAF02014352.1
9188042,9594049,324490,730544,59128983,730626,19,JSAF02014352.1
9587695,9713940,0,126126,59128983,126127,19,JSAF02017793.1
9714501,10080976,22,366319,59128983,366319,19,JSAF02009105.1
10082662,10293170,1516,211922,59128983,508750,19,JSAF02030092.1
10283105,10488828,201861,407445,59128983,508750,19,JSAF02030092.1
10488001,10589873,406909,508747,59128983,508750,19,JSAF02030092.1
10590001,10825730,6,235669,59128983,1054724,19,JSAF02001570.1
10825684,10869242,235759,279295,59128983,1054724,19,JSAF02001570.1
10868915,10928980,279294,339408,59128983,1054724,19,JSAF02001570.1
10928865,11322285,339332,732646,59128983,1054724,19,JSAF02001570.1
11312273,11644570,722624,1054721,59128983,1054724,19,JSAF02001570.1
11645587,11723966,6,78347,59128983,384699,19,JSAF02006984.1
11723970,12029707,79064,384699,59128983,384699,19,JSAF02006984.1
12019572,12269466,6151,255931,59128983,255931,19,JSAF02036295.1
12269487,12512369,1,242830,59128983,809086,19,JSAF02021908.1
12500371,12554525,4,53885,59128983,53885,19,JSAF02032231.1
12502515,12515179,3821,16357,59128983,16359,19,JSAF02023072.1
12506787,12519839,5908,18911,59128983,18911,19,JSAF02026367.1
12558015,13100621,248366,790802,59128983,809086,19,JSAF02021908.1
13100622,13118235,791471,809079,59128983,809086,19,JSAF02021908.1
13124222,13318511,15,194222,59128983,194242,19,JSAF02004468.1
13332064,13647086,4158,319040,59128983,985269,19,JSAF02026701.1
13646601,13775871,319114,448362,59128983,985269,19,JSAF02026701.1
13776743,13848604,448078,519924,59128983,985269,19,JSAF02026701.1
13848328,14200902,519948,872453,59128983,985269,19,JSAF02026701.1
14200847,14313387,872714,985241,59128983,985269,19,JSAF02026701.1
14310934,14341737,24,30604,59128983,32202,19,JSAF02028679.1
14328898,14401589,72621,1,59128983,1328960,19,JSAF02040867.1
14399098,14706843,601,308096,59128983,475566,19,JSAF02005568.1
14706786,14732349,309408,334987,59128983,475566,19,JSAF02005568.1
14734127,14874684,334968,475565,59128983,475566,19,JSAF02005568.1
14874398,15045175,640,171363,59128983,2014457,19,JSAF02032422.1
15049478,15727140,172890,850393,59128983,2014457,19,JSAF02032422.1
15726722,15761626,850110,885022,59128983,2014457,19,JSAF02032422.1
15761627,15785400,885131,908938,59128983,2014457,19,JSAF02032422.1
15787505,15890387,910469,1013401,59128983,2014457,19,JSAF02032422.1
15888946,16096595,1012304,1220079,59128983,2014457,19,JSAF02032422.1
16096548,16144126,1220100,1267720,59128983,2014457,19,JSAF02032422.1
16144322,16168451,1267660,1291793,59128983,2014457,19,JSAF02032422.1
16168596,16367395,1293770,1492591,59128983,2014457,19,JSAF02032422.1
16367202,16888701,1493169,2014435,59128983,2014457,19,JSAF02032422.1
16888286,17290358,5,401846,59128983,413416,19,JSAF02039066.1
17284874,17459966,2765,177710,59128983,448091,19,JSAF02006077.1
17460060,17574601,177710,292287,59128983,448091,19,JSAF02006077.1
17574758,17687812,292266,405224,59128983,448091,19,JSAF02006077.1
17677785,17703991,395193,421438,59128983,448091,19,JSAF02006077.1
17704178,17731028,421241,448089,59128983,448091,19,JSAF02006077.1
17732234,17748742,1,16497,59128983,257786,19,JSAF02008465.1
17748747,17833258,16238,100740,59128983,257786,19,JSAF02008465.1
17833070,17990219,100718,257780,59128983,257786,19,JSAF02008465.1
17997705,18227692,2,229858,59128983,408665,19,JSAF02020199.1
18227692,18406227,230211,408662,59128983,408665,19,JSAF02020199.1
18406260,18553389,3,147068,59128983,439720,19,JSAF02027875.1
18553253,18661600,148138,256421,59128983,439720,19,JSAF02027875.1
18660692,18800298,255195,394787,59128983,439720,19,JSAF02027875.1
18800293,18844723,395280,439720,59128983,439720,19,JSAF02027875.1
18845612,18910277,2,64630,59128983,64631,19,JSAF02036510.1
18910576,18926177,1,15603,59128983,1349472,19,JSAF02033853.1
18926243,19227353,15501,316493,59128983,1349472,19,JSAF02033853.1
19227230,19322098,317093,411938,59128983,1349472,19,JSAF02033853.1
19321812,19802317,412513,892610,59128983,1349472,19,JSAF02033853.1
19802580,19855104,892489,945050,59128983,1349472,19,JSAF02033853.1
19854913,19996071,944980,1086198,59128983,1349472,19,JSAF02033853.1
20004106,20258249,1094059,1348214,59128983,1349472,19,JSAF02033853.1
20248898,20260443,13,11542,59128983,675302,19,JSAF02012989.1
20260443,20523415,11637,274523,59128983,675302,19,JSAF02012989.1
20588008,20745988,267103,425137,59128983,675302,19,JSAF02012989.1
20745973,20808016,425445,487569,59128983,675302,19,JSAF02012989.1
20806993,20995976,486377,675302,59128983,675302,19,JSAF02012989.1
20988980,21006127,28,17160,59128983,1056537,19,JSAF02006839.1
21006248,21063633,17160,74556,59128983,1056537,19,JSAF02006839.1
21062868,21102009,73905,113076,59128983,1056537,19,JSAF02006839.1
21101960,21202873,113422,214361,59128983,1056537,19,JSAF02006839.1
21202873,21319533,214554,331227,59128983,1056537,19,JSAF02006839.1
21319691,21514148,331227,525662,59128983,1056537,19,JSAF02006839.1
21514145,21667054,525480,678322,59128983,1056537,19,JSAF02006839.1
21666953,21851955,678266,863126,59128983,1056537,19,JSAF02006839.1
